text,sentiment,words
best salt vinegar,1,"['best', 'salt', 'vinegar']"
wonderful product,1,"['wonder', 'product']"
omg buy,-1,"['omg', 'buy']"
absolutely wonderful,1,"['absolut', 'wonder']"
watery,-1,['wateri']
porcini mushrooms excellent product,1,"['porcini', 'mushroom', 'excel', 'product']"
great tasting alternative,1,"['great', 'tast', 'altern']"
nice taffy,1,"['nice', 'taffi']"
yum,1,['yum']
delish,1,['delish']
excellent service,1,"['excel', 'servic']"
 pieces,-1,['piec']
popchips great,1,"['popchip', 'great']"
great machine,1,"['great', 'machin']"
great taste safe natural,1,"['great', 'tast', 'safe', 'natur']"
funny taste,-1,"['funni', 'tast']"
omg delicious,1,"['omg', 'delici']"
amazingly true flavors,1,"['amaz', 'true', 'flavor']"
soy sauce special mainly unique gift,1,"['soy', 'sauc', 'special', 'main', 'uniqu', 'gift']"
excellent loose tea,1,"['excel', 'loo', 'tea']"
worked great,1,"['work', 'great']"
standard,-1,['standard']
fantastic natural energy,1,"['fantast', 'natur', 'energi']"
bars,1,['bar']
cherrybrook kitchen vanilla frosting,-1,"['cherrybrook', 'kitchen', 'vanilla', 'frost']"
lollipops,1,['lollipop']
best deal ever,1,"['best', 'deal', 'ever']"
kelloggs muselix great,1,"['kellogg', 'muselix', 'great']"
dont waste money,-1,"['dont', 'wast', 'money']"
best licorice jelly beans ever,1,"['best', 'licoric', 'jelli', 'bean', 'ever']"
yum falafel,1,"['yum', 'falafel']"
way start day,1,"['way', 'start', 'day']"
excellent everyday olive oil,1,"['excel', 'everyday', 'oliv', 'oil']"
great love salt vinegar,1,"['great', 'love', 'salt', 'vinegar']"
tasted ok bit overpriced tho,1,"['tast', 'ok', 'bit', 'overpr', 'tho']"
happy face,1,"['happi', 'face']"
best,1,['best']
please sell mexico,1,"['plea', 'sell', 'mexico']"
plastic food,-1,"['plastic', 'food']"
sampler pack various flavors,1,"['sampler', 'pack', 'various', 'flavor']"
healing tea,1,"['heal', 'tea']"
great support,1,"['great', 'support']"
instant favorite,1,"['instant', 'favorit']"
great dog food,1,"['great', 'dog', 'food']"
great waffles us noncooks,1,"['great', 'waffl', 'u', 'noncook']"
slight taste jalapeno,1,"['slight', 'tast', 'jalapeno']"
pasta,1,['pasta']
great flavor jello,1,"['great', 'flavor', 'jello']"
new favorite sweetener,1,"['new', 'favorit', 'sweeten']"
amazing,1,['amaz']
pioneer gravy great,1,"['pioneer', 'gravi', 'great']"
continue long,1,"['continu', 'long']"
favorite kettle,1,"['favorit', 'kettl']"
yum,1,['yum']
best iced tea,1,"['best', 'ice', 'tea']"
crumbled cookies fun eat,-1,"['crumbl', 'cooki', 'fun', 'eat']"
great allergy sensitive dog food dogs love,1,"['great', 'allergi', 'sensit', 'dog', 'food', 'dog', 'love']"
great snacking alternative,1,"['great', 'snack', 'altern']"
great,1,['great']
best tea ever,1,"['best', 'tea', 'ever']"
vanilla tootsie rolls,1,"['vanilla', 'tootsi', 'roll']"
pop better tasting better regular,1,"['pop', 'better', 'tast', 'better', 'regular']"
one favorites,1,"['one', 'favorit']"
farmhouse waffle mix,1,"['farmhous', 'waffl', 'mix']"
husband loves dirty martinis,1,"['husband', 'love', 'dirti', 'martini']"
love,1,['love']
tasty mixture,1,"['tasti', 'mixtur']"
melted,-1,['melt']
made china,-1,"['made', 'china']"
hot,1,['hot']
sweet mixes,1,"['sweet', 'mix']"
yummmmmmmmmm,1,['yummmmmmmmmm']
way expensive,1,"['way', 'expens']"
great value,1,"['great', 'valu']"
great tasting,1,"['great', 'tast']"
great flavor,1,"['great', 'flavor']"
omg best snack ever,1,"['omg', 'best', 'snack', 'ever']"
pretzel,1,['pretzel']
great taste zero calories,1,"['great', 'tast', 'zero', 'calori']"
cute,1,['cute']
pop,1,['pop']
awesome,1,['awesom']
sassafras tea bags,1,"['sassafra', 'tea', 'bag']"
hands best pancakes ever,1,"['hand', 'best', 'pancak', 'ever']"
seeds gravel bits,-1,"['seed', 'gravel', 'bit']"
fun stuff,1,"['fun', 'stuff']"
best healthy potato,1,"['best', 'healthi', 'potato']"
sorry taste pleasing,-1,"['sorri', 'tast', 'plea']"
popchips love,1,"['popchip', 'love']"
pop yum,1,"['pop', 'yum']"
garbonzo bean flour,1,"['garbonzo', 'bean', 'flour']"
scrumptious,1,['scrumptious']
dad really liked,1,"['dad', 'realli', 'like']"
used favorite,-1,"['use', 'favorit']"
delicious additive,1,"['delici', 'addit']"
changed taste horrible,-1,"['chang', 'tast', 'horribl']"
scrumptious,1,['scrumptious']
price versus taste dont add,-1,"['price', 'versus', 'tast', 'dont', 'add']"
bad,-1,['bad']
great pricegreat quality,1,"['great', 'pricegreat', 'qualiti']"
worth,-1,['worth']
kettle,1,['kettl']
love tea taste buds,1,"['love', 'tea', 'tast', 'bud']"
new favorite munchies found,1,"['new', 'favorit', 'munchi', 'found']"
delicious,1,['delici']
cautiondented cans,-1,"['cautiond', 'can']"
beefeaters swizzles tripe  inch pack ,-1,"['beefeat', 'swizzl', 'tripe', 'inch', 'pack']"
rich flavorful,1,"['rich', 'flavor']"
love,1,['love']
delicious,1,['delici']
arrowhead mills whole grain buttermilk pancakes easy,1,"['arrowhead', 'mill', 'whole', 'grain', 'buttermilk', 'pancak', 'easi']"
omg,1,['omg']
love,1,['love']
hot hot hot,1,"['hot', 'hot', 'hot']"
loooooooove,1,['loooooooov']
tart,1,['tart']
black beans never tasted,1,"['black', 'bean', 'never', 'tast']"
amazing,1,['amaz']
omg best chocolate jelly belly,1,"['omg', 'best', 'chocol', 'jelli', 'belli']"
great well balanced earl grey,1,"['great', 'well', 'balanc', 'earl', 'grey']"
baby likes,1,"['babi', 'like']"
popchips review,1,"['popchip', 'review']"
best brown sugar cubes,1,"['best', 'brown', 'sugar', 'cube']"
safe,-1,['safe']
awesome,1,['awesom']
lie,-1,['lie']
best taste ever,1,"['best', 'tast', 'ever']"
best muffins world,1,"['best', 'muffin', 'world']"
yum,1,['yum']
go sweetner,1,"['go', 'sweetner']"
watch addictive,1,"['watch', 'addict']"
much,-1,['much']
kettle potato sweet onion,1,"['kettl', 'potato', 'sweet', 'onion']"
favorite,1,['favorit']
amazing last bite,1,"['amaz', 'last', 'bite']"
heinz,1,['heinz']
fantastic,1,['fantast']
great birthday themed party,1,"['great', 'birthday', 'theme', 'parti']"
perfect,1,['perfect']
fantastic,1,['fantast']
quite old dutch much better herrs,1,"['quit', 'old', 'dutch', 'much', 'better', 'herr']"
sons   loved making easy enough adult supervision age neat project,1,"['son', 'love', 'make', 'easi', 'enough', 'adult', 'supervis', 'age', 'neat', 'project']"
favorite,-1,['favorit']
excellent sweetner,1,"['excel', 'sweetner']"
marianne,1,['mariann']
theres better curry paste,-1,"['there', 'better', 'curri', 'past']"
smells great,1,"['smell', 'great']"
wonderful tea,1,"['wonder', 'tea']"
another favorite,1,"['anoth', 'favorit']"
horrid,-1,['horrid']
love product,1,"['love', 'product']"
tasteless mess,-1,"['tasteless', 'mess']"
pop flavor variety,1,"['pop', 'flavor', 'varieti']"
mmmmmmmmm,1,['mmmmmmmmm']
make fat,1,"['make', 'fat']"
big fan,1,"['big', 'fan']"
dried,-1,['dri']
dense licorice flavor,1,"['den', 'licoric', 'flavor']"
kettle sea salt,-1,"['kettl', 'sea', 'salt']"
hormel compleats simply wonderful,1,"['hormel', 'compleat', 'simpli', 'wonder']"
yuk,-1,['yuk']
best hash browns,1,"['best', 'hash', 'brown']"
coffee amazoncom,1,"['coffe', 'amazoncom']"
garbanzo beans give horrible gas,-1,"['garbanzo', 'bean', 'give', 'horribl', 'gas']"
cant find anywhere else,1,"['cant', 'find', 'anywher', 'el']"
excellent gf,1,"['excel', 'gf']"
fresh greasy,1,"['fresh', 'greasi']"
tested trucker,1,"['test', 'trucker']"
dog food,1,"['dog', 'food']"
hail israelis,1,"['hail', 'isra']"
shame use much corn syrup babies,-1,"['shame', 'use', 'much', 'corn', 'syrup', 'babi']"
yum,1,['yum']
faboo dangerous prone binges,1,"['faboo', 'danger', 'prone', 'bing']"
oatmeal oatmeal lovers,1,"['oatmeal', 'oatmeal', 'lover']"
cats love food,1,"['cat', 'love', 'food']"
great diet,1,"['great', 'diet']"
pop delicious,1,"['pop', 'delici']"
popchips weightwatchers,1,"['popchip', 'weightwatch']"
cough medicine,-1,"['cough', 'medicin']"
delicious,1,['delici']
bad,1,['bad']
gluten free licorice,1,"['gluten', 'free', 'licoric']"
nasty flavor,-1,"['nasti', 'flavor']"
fantastic,1,['fantast']
u talked mr beer nut,1,"['u', 'talk', 'mr', 'beer', 'nut']"
every day green tea,1,"['everi', 'day', 'green', 'tea']"
plockys tortilla chipstasty healthy,1,"['plocki', 'tortilla', 'chipstasti', 'healthi']"
made mistake,1,"['made', 'mistak']"
great dessert,1,"['great', 'dessert']"
yummy,1,['yummi']
plockys tortilla red beans n rice,1,"['plocki', 'tortilla', 'red', 'bean', 'n', 'rice']"
loved,1,['love']
wow stuff incredible,-1,"['wow', 'stuff', 'incred']"
horrible cant believe,-1,"['horribl', 'cant', 'believ']"
chocolot,1,['chocolot']
aluminum free,1,"['aluminum', 'free']"
cat food,1,"['cat', 'food']"
daughters favorite jarred food,1,"['daughter', 'favorit', 'jar', 'food']"
superior hardtofind product,1,"['superior', 'hardtofind', 'product']"
pictured,-1,['pictur']
hard find beer nuts,1,"['hard', 'find', 'beer', 'nut']"
great product,1,"['great', 'product']"
treat,1,['treat']
salty vinegary,1,"['salti', 'vinegari']"
yummy,1,['yummi']
fabulous food,1,"['fabul', 'food']"
great product,1,"['great', 'product']"
looking different flavor,1,"['look', 'differ', 'flavor']"
beautiful delicious,1,"['beauti', 'delici']"
picture shows dop,-1,"['pictur', 'show', 'dop']"
best case,1,"['best', 'case']"
great product,1,"['great', 'product']"
really expensive,1,"['realli', 'expens']"
hey,1,['hey']
warm wonderful,1,"['warm', 'wonder']"
tang packs punch,1,"['tang', 'pack', 'punch']"
fantastic hot meal,1,"['fantast', 'hot', 'meal']"
best ever latice tart,1,"['best', 'ever', 'latic', 'tart']"
popchips  flavor variety,1,"['popchip', 'flavor', 'varieti']"
healthy tasty,1,"['healthi', 'tasti']"
great stuff,1,"['great', 'stuff']"
delicious,1,['delici']
tasteless low calorie,-1,"['tasteless', 'low', 'calori']"
da vinci sugar free blueberry syrup,-1,"['da', 'vinci', 'sugar', 'free', 'blueberri', 'syrup']"
great waffles every time,1,"['great', 'waffl', 'everi', 'time']"
great deal,1,"['great', 'deal']"
works great,1,"['work', 'great']"
worst cookies ever,-1,"['worst', 'cooki', 'ever']"
add sugar,-1,"['add', 'sugar']"
baby lilly says  thumbs,1,"['babi', 'lilli', 'say', 'thumb']"
totally delicious delightful,1,"['total', 'delici', 'delight']"
love thick crunchy,1,"['love', 'thick', 'crunchi']"
amazing service,1,"['amaz', 'servic']"
best earl grey ever,1,"['best', 'earl', 'grey', 'ever']"
disappointed,-1,['disappoint']
buy eat happy,1,"['buy', 'eat', 'happi']"
salty,-1,['salti']
best canned tomatoes,1,"['best', 'can', 'tomato']"
gadget doesnt job,-1,"['gadget', 'doesnt', 'job']"
great little treats,1,"['great', 'littl', 'treat']"
happy dog,1,"['happi', 'dog']"
delish,1,['delish']
berry snack bars,1,"['berri', 'snack', 'bar']"
pancakewaffle mix,1,"['pancakewaffl', 'mix']"
tastes great,1,"['tast', 'great']"
tasty,1,['tasti']
eukanuba puppy small breed dog food,1,"['eukanuba', 'puppi', 'small', 'breed', 'dog', 'food']"
like,1,['like']
delicious else expect,1,"['delici', 'el', 'expect']"
feline uti,1,"['felin', 'uti']"
colicacid reflux babiestry,1,"['colicacid', 'reflux', 'babiestri']"
totally great balance flavors expect asian dressing,1,"['total', 'great', 'balanc', 'flavor', 'expect', 'asian', 'dress']"
barely bag,-1,"['bare', 'bag']"
nopot fresh coffee,1,"['nopot', 'fresh', 'coffe']"
best hot sauce world,1,"['best', 'hot', 'sauc', 'world']"
love,1,['love']
worlds best sweetener,1,"['world', 'best', 'sweeten']"
gummy bears,1,"['gummi', 'bear']"
easy make also,1,"['easi', 'make', 'also']"
really didnt like,-1,"['realli', 'didnt', 'like']"
heavenly,1,['heaven']
pop,1,['pop']
great price,1,"['great', 'price']"
tasty,1,['tasti']
sass tea,-1,"['sas', 'tea']"
disappointed,-1,['disappoint']
absolutely revolting,-1,"['absolut', 'revolt']"
popchips variety box,1,"['popchip', 'varieti', 'box']"
best tortilla ever eaten,1,"['best', 'tortilla', 'ever', 'eaten']"
great food dog sensitive stomach,1,"['great', 'food', 'dog', 'sensit', 'stomach']"
great cereal,1,"['great', 'cereal']"
worst summer ever,-1,"['worst', 'summer', 'ever']"
spice grow,1,"['spice', 'grow']"
best sauce around,1,"['best', 'sauc', 'around']"
stale cigars,-1,"['stale', 'cigar']"
favorite tea,1,"['favorit', 'tea']"
yummy,1,['yummi']
best sauce tomato canned fresh period,1,"['best', 'sauc', 'tomato', 'can', 'fresh', 'period']"
unbelievable deal hard find pruduct,1,"['unbeliev', 'deal', 'hard', 'find', 'pruduct']"
grocery stores,1,"['groceri', 'store']"
lots pops,1,"['lot', 'pop']"
love gluten free oatmeal,1,"['love', 'gluten', 'free', 'oatmeal']"
great belgian waffle batter,1,"['great', 'belgian', 'waffl', 'batter']"
tasty,1,['tasti']
fine tasting full lea great value,1,"['fine', 'tast', 'full', 'lea', 'great', 'valu']"
loved oats,1,"['love', 'oat']"
harmony farms review,1,"['harmoni', 'farm', 'review']"
tic tac solution,1,"['tic', 'tac', 'solut']"
luuuv popchips,1,"['luuuv', 'popchip']"
best,1,['best']
